ORDER,GEO,ST,STNAME,COUNTY/METRO,Total Households (2019-2023),Renter Households (2019-2023),% of total households that are renters  (2019-2023),Minimum Wage,Estimated Mean Renter Wage ,SSI Monthly Payment,Zero bedroom FMR,One bedroom FMR,Two bedroom FMR,Three bedroom FMR,Four bedroom FMR,Annual AMI,30% of AMI,50% of AMI,Estimated Median Renter Household Income,Rent affordable at 30% AMI,Rent affordable at 50% AMI,Rent affordable at median renter household income ,Rent affordable with full-time job paying minimum wage ,Rent affordable with full-time job paying mean renter wage,Rent affordable to SSI recipient,Income needed to afford 0 bdrm FMR,Income needed to afford 1 bdrm FMR,Income needed to afford 2 bdrm FMR,Income needed to afford 3 bdrm FMR,Income needed to afford 4 bdrm FMR,Housing Wage for 0 bdrm FMR,Housing Wage for 1 bdrm FMR,Housing Wage for 2 bdrm FMR,Housing Wage for 3 bdrm FMR,Housing Wage for 4 bdrm FMR,Work hours per week at min. wage needed to afford 0 bdrm FMR,Work hours per week at min. wage needed to afford 1 bdrm FMR,Work hours per week at min. wage needed to afford 2 bdrm FMR,Work hours per week at min. wage needed to afford 3 bdrm FMR,Work hours per week at min. wage needed to afford 4 bdrm FMR,# of jobs at minimum wage needed to afford a 0 bdrm FMR,# of jobs at minimum wage needed to afford a 1 bdrm FMR,# of jobs at minimum wage needed to afford a 2 bdrm FMR,# of jobs at minimum wage needed to afford a 3 bdrm FMR,# of jobs at minimum wage needed to afford a 4 bdrm FMR,Work hours per week at mean renter wage needed to afford 0 bdrm FMR,Work hours per week at mean renter wage needed to afford 1 bdrm FMR,Work hours per week at mean renter wage needed to afford 2 bdrm FMR,Work hours per week at mean renter wage needed to afford 3 bdrm FMR,Work hours per week at mean renter wage needed to afford 4 bdrm FMR
4,COUNTY,CA,California,Inyo County,"7,923","2,607",33%,$16.50,$21.32,"$1,207",$978,"$1,254","$1,426","$1,734","$2,365","$97,200","$29,160","$48,600","$66,050",$729,"$1,215","$1,651",$858,"$1,108",$362,"$39,120","$50,160","$57,040","$69,360","$94,600",$18.81,$24.12,$27.42,$33.35,$45.48,46,58,66,81,110,1.1,1.5,1.7,2.0,2.8,35,45,51,63,85
4,COUNTY,CA,California,Kern County,"281,416","113,095",40%,$16.50,$17.62,"$1,207","$1,058","$1,064","$1,380","$1,934","$2,317","$81,700","$24,510","$40,850","$46,333",$613,"$1,021","$1,158",$858,$916,$362,"$42,320","$42,560","$55,200","$77,360","$92,680",$20.35,$20.46,$26.54,$37.19,$44.56,49,50,64,90,108,1.2,1.2,1.6,2.3,2.7,46,46,60,84,101
4,COUNTY,CA,California,Kings County,"43,736","19,760",45%,$16.50,$18.27,"$1,207","$1,151","$1,158","$1,445","$2,025","$2,427","$84,300","$25,290","$42,150","$52,115",$632,"$1,054","$1,303",$858,$950,$362,"$46,040","$46,320","$57,800","$81,000","$97,080",$22.13,$22.27,$27.79,$38.94,$46.67,54,54,67,94,113,1.3,1.3,1.7,2.4,2.8,48,49,61,85,102
4,COUNTY,CA,California,Lake County,"26,364","7,663",29%,$16.50,$17.95,"$1,207","$1,053","$1,060","$1,390","$1,948","$2,334","$85,200","$25,560","$42,600","$46,001",$639,"$1,065","$1,150",$858,$934,$362,"$42,120","$42,400","$55,600","$77,920","$93,360",$20.25,$20.38,$26.73,$37.46,$44.88,49,49,65,91,109,1.2,1.2,1.6,2.3,2.7,45,45,60,83,100
4,COUNTY,CA,California,Lassen County,"9,060","2,880",32%,$16.50,$16.72,"$1,207",$819,$910,"$1,194","$1,673","$2,005","$84,300","$25,290","$42,150","$47,327",$632,"$1,054","$1,183",$858,$869,$362,"$32,760","$36,400","$47,760","$66,920","$80,200",$15.75,$17.50,$22.96,$32.17,$38.56,38,42,56,78,93,1.0,1.1,1.4,1.9,2.3,38,42,55,77,92
4,COUNTY,CA,California,Los Angeles County,"3,390,254","1,828,047",54%,$17.81,$29.06,"$1,207","$1,856","$2,081","$2,625","$3,335","$3,698","$106,600","$31,980","$53,300","$67,460",$800,"$1,333","$1,686",$926,"$1,511",$362,"$74,240","$83,240","$105,000","$133,400","$147,920",$35.69,$40.02,$50.48,$64.13,$71.12,80,90,113,144,160,2.0,2.2,2.8,3.6,4.0,49,55,69,88,98
4,COUNTY,CA,California,Madera County,"44,513","15,345",34%,$16.50,$15.57,"$1,207","$1,099","$1,106","$1,433","$2,008","$2,293","$80,800","$24,240","$40,400","$48,161",$606,"$1,010","$1,204",$858,$809,$362,"$43,960","$44,240","$57,320","$80,320","$91,720",$21.13,$21.27,$27.56,$38.62,$44.10,51,52,67,94,107,1.3,1.3,1.7,2.3,2.7,54,55,71,99,113
4,COUNTY,CA,California,Marin County,"103,201","37,274",36%,$16.50,$27.51,"$1,207","$2,275","$2,780","$3,318","$4,138","$4,399","$185,700","$55,710","$92,850","$89,989","$1,393","$2,321","$2,250",$858,"$1,431",$362,"$91,000","$111,200","$132,720","$165,520","$175,960",$43.75,$53.46,$63.81,$79.58,$84.60,106,130,155,193,205,2.7,3.2,3.9,4.8,5.1,64,78,93,116,123
4,COUNTY,CA,California,Mariposa County,"7,515","1,899",25%,$16.50,$14.17,"$1,207",$928,"$1,119","$1,338","$1,875","$2,247","$88,800","$26,640","$44,400","$46,852",$666,"$1,110","$1,171",$858,$737,$362,"$37,120","$44,760","$53,520","$75,000","$89,880",$17.85,$21.52,$25.73,$36.06,$43.21,43,52,62,87,105,1.1,1.3,1.6,2.2,2.6,50,61,73,102,122
4,COUNTY,CA,California,Mendocino County,"34,570","13,526",39%,$16.50,$18.78,"$1,207","$1,173","$1,220","$1,601","$2,243","$2,688","$83,700","$25,110","$41,850","$50,452",$628,"$1,046","$1,261",$858,$976,$362,"$46,920","$48,800","$64,040","$89,720","$107,520",$22.56,$23.46,$30.79,$43.13,$51.69,55,57,75,105,125,1.4,1.4,1.9,2.6,3.1,48,50,66,92,110
4,COUNTY,CA,California,Merced County,"84,605","39,508",47%,$16.50,$18.79,"$1,207","$1,071","$1,227","$1,509","$2,081","$2,534","$84,000","$25,200","$42,000","$52,123",$630,"$1,050","$1,303",$858,$977,$362,"$42,840","$49,080","$60,360","$83,240","$101,360",$20.60,$23.60,$29.02,$40.02,$48.73,50,57,70,97,118,1.2,1.4,1.8,2.4,3.0,44,50,62,85,104
4,COUNTY,CA,California,Modoc County,"3,264",740,23%,$16.50,$12.93,"$1,207",$731,$886,"$1,054","$1,270","$1,748","$67,900","$20,370","$33,950","$32,558",$509,$849,$814,$858,$672,$362,"$29,240","$35,440","$42,160","$50,800","$69,920",$14.06,$17.04,$20.27,$24.42,$33.62,34,41,49,59,81,0.9,1.0,1.2,1.5,2.0,43,53,63,76,104
4,COUNTY,CA,California,Mono County,"5,521","1,702",31%,$16.50,$15.50,"$1,207","$1,036","$1,348","$1,493","$2,092","$2,476","$118,500","$35,550","$59,250","$62,189",$889,"$1,481","$1,555",$858,$806,$362,"$41,440","$53,920","$59,720","$83,680","$99,040",$19.92,$25.92,$28.71,$40.23,$47.62,48,63,70,98,115,1.2,1.6,1.7,2.4,2.9,51,67,74,104,123
4,COUNTY,CA,California,Monterey County,"132,046","63,013",48%,$16.50,$20.62,"$1,207","$2,414","$2,479","$2,982","$4,025","$4,383","$104,500","$31,350","$52,250","$74,444",$784,"$1,306","$1,861",$858,"$1,072",$362,"$96,560","$99,160","$119,280","$161,000","$175,320",$46.42,$47.67,$57.35,$77.40,$84.29,113,116,139,188,204,2.8,2.9,3.5,4.7,5.1,90,92,111,150,163
4,COUNTY,CA,California,Napa County,"49,663","17,678",36%,$16.50,$24.61,"$1,207","$1,915","$2,128","$2,792","$3,636","$4,144","$146,700","$44,010","$73,350","$83,028","$1,100","$1,834","$2,076",$858,"$1,280",$362,"$76,600","$85,120","$111,680","$145,440","$165,760",$36.83,$40.92,$53.69,$69.92,$79.69,89,99,130,170,193,2.2,2.5,3.3,4.2,4.8,60,67,87,114,130
4,COUNTY,CA,California,Nevada County,"41,873","10,703",26%,$16.50,$17.38,"$1,207","$1,352","$1,361","$1,785","$2,501","$2,997","$124,600","$37,380","$62,300","$55,433",$935,"$1,558","$1,386",$858,$904,$362,"$54,080","$54,440","$71,400","$100,040","$119,880",$26.00,$26.17,$34.33,$48.10,$57.63,63,63,83,117,140,1.6,1.6,2.1,2.9,3.5,60,60,79,111,133
4,COUNTY,CA,California,Orange County,"1,074,654","468,049",44%,$16.50,$28.33,"$1,207","$2,352","$2,454","$2,903","$3,927","$4,693","$136,600","$40,980","$68,300","$86,933","$1,025","$1,708","$2,173",$858,"$1,473",$362,"$94,080","$98,160","$116,120","$157,080","$187,720",$45.23,$47.19,$55.83,$75.52,$90.25,110,114,135,183,219,2.7,2.9,3.4,4.6,5.5,64,67,79,107,127
4,COUNTY,CA,California,Placer County,"155,422","39,976",26%,$16.50,$21.58,"$1,207","$1,679","$1,777","$2,206","$2,992","$3,455","$120,800","$36,240","$60,400","$73,391",$906,"$1,510","$1,835",$858,"$1,122",$362,"$67,160","$71,080","$88,240","$119,680","$138,200",$32.29,$34.17,$42.42,$57.54,$66.44,78,83,103,139,161,2.0,2.1,2.6,3.5,4.0,60,63,79,107,123
4,COUNTY,CA,California,Plumas County,"8,055","2,031",25%,$16.50,$20.99,"$1,207",$904,"$1,005","$1,318","$1,847","$1,883","$95,300","$28,590","$47,650","$54,245",$715,"$1,191","$1,356",$858,"$1,091",$362,"$36,160","$40,200","$52,720","$73,880","$75,320",$17.38,$19.33,$25.35,$35.52,$36.21,42,47,61,86,88,1.1,1.2,1.5,2.2,2.2,33,37,48,68,69
4,COUNTY,CA,California,Riverside County,"762,234","237,362",31%,$16.50,$18.51,"$1,207","$1,776","$1,852","$2,306","$3,079","$3,745","$103,900","$31,170","$51,950","$64,464",$779,"$1,299","$1,612",$858,$963,$362,"$71,040","$74,080","$92,240","$123,160","$149,800",$34.15,$35.62,$44.35,$59.21,$72.02,83,86,108,144,175,2.1,2.2,2.7,3.6,4.4,74,77,96,128,156
4,COUNTY,CA,California,Sacramento County,"568,223","235,080",41%,$16.50,$23.41,"$1,207","$1,679","$1,777","$2,206","$2,992","$3,455","$120,800","$36,240","$60,400","$63,576",$906,"$1,510","$1,589",$858,"$1,218",$362,"$67,160","$71,080","$88,240","$119,680","$138,200",$32.29,$34.17,$42.42,$57.54,$66.44,78,83,103,139,161,2.0,2.1,2.6,3.5,4.0,55,58,72,98,114
4,COUNTY,CA,California,San Benito County,"20,188","6,575",33%,$16.50,$18.76,"$1,207","$1,799","$1,999","$2,623","$3,655","$4,046","$133,900","$40,170","$66,950","$79,525","$1,004","$1,674","$1,988",$858,$976,$362,"$71,960","$79,960","$104,920","$146,200","$161,840",$34.60,$38.44,$50.44,$70.29,$77.81,84,93,122,170,189,2.1,2.3,3.1,4.3,4.7,74,82,108,150,166
4,COUNTY,CA,California,San Bernardino County,"668,004","256,923",38%,$16.50,$19.95,"$1,207","$1,776","$1,852","$2,306","$3,079","$3,745","$103,900","$31,170","$51,950","$60,904",$779,"$1,299","$1,523",$858,"$1,038",$362,"$71,040","$74,080","$92,240","$123,160","$149,800",$34.15,$35.62,$44.35,$59.21,$72.02,83,86,108,144,175,2.1,2.2,2.7,3.6,4.4,68,71,89,119,144
4,COUNTY,CA,California,San Diego County,"1,159,822","527,628",45%,$16.50,$28.62,"$1,207","$2,145","$2,328","$2,881","$3,852","$4,690","$130,800","$39,240","$65,400","$77,863",$981,"$1,635","$1,947",$858,"$1,488",$362,"$85,800","$93,120","$115,240","$154,080","$187,600",$41.25,$44.77,$55.40,$74.08,$90.19,100,109,134,180,219,2.5,2.7,3.4,4.5,5.5,58,63,77,104,126
4,COUNTY,CA,California,San Francisco County,"362,650","223,040",62%,$19.18,$71.56,"$1,207","$2,275","$2,780","$3,318","$4,138","$4,399","$185,700","$55,710","$92,850","$120,565","$1,393","$2,321","$3,014",$997,"$3,721",$362,"$91,000","$111,200","$132,720","$165,520","$175,960",$43.75,$53.46,$63.81,$79.58,$84.60,91,111,133,166,176,2.3,2.8,3.3,4.1,4.4,24,30,36,44,47
4,COUNTY,CA,California,San Joaquin County,"241,373","92,851",38%,$16.50,$19.97,"$1,207","$1,248","$1,363","$1,736","$2,433","$2,915","$104,600","$31,380","$52,300","$64,524",$785,"$1,308","$1,613",$858,"$1,038",$362,"$49,920","$54,520","$69,440","$97,320","$116,600",$24.00,$26.21,$33.38,$46.79,$56.06,58,64,81,113,136,1.5,1.6,2.0,2.8,3.4,48,53,67,94,112
4,COUNTY,CA,California,San Luis Obispo County,"108,897","41,494",38%,$16.50,$19.58,"$1,207","$1,669","$1,855","$2,434","$3,250","$3,683","$120,900","$36,270","$60,450","$66,916",$907,"$1,511","$1,673",$858,"$1,018",$362,"$66,760","$74,200","$97,360","$130,000","$147,320",$32.10,$35.67,$46.81,$62.50,$70.83,78,86,113,152,172,1.9,2.2,2.8,3.8,4.3,66,73,96,128,145
4,COUNTY,CA,California,San Mateo County,"264,424","108,180",41%,$17.46,$67.25,"$1,207","$2,275","$2,780","$3,318","$4,138","$4,399","$185,700","$55,710","$92,850","$121,358","$1,393","$2,321","$3,034",$908,"$3,497",$362,"$91,000","$111,200","$132,720","$165,520","$175,960",$43.75,$53.46,$63.81,$79.58,$84.60,100,122,146,182,194,2.5,3.1,3.7,4.6,4.8,26,32,38,47,50
4,COUNTY,CA,California,Santa Barbara County,"148,960","70,206",47%,$16.50,$23.23,"$1,207","$2,381","$2,688","$3,028","$4,011","$4,468","$113,300","$33,990","$56,650","$73,235",$850,"$1,416","$1,831",$858,"$1,208",$362,"$95,240","$107,520","$121,120","$160,440","$178,720",$45.79,$51.69,$58.23,$77.13,$85.92,111,125,141,187,208,2.8,3.1,3.5,4.7,5.2,79,89,100,133,148
4,COUNTY,CA,California,Santa Clara County,"654,467","292,557",45%,$16.50,$68.39,"$1,207","$2,608","$2,975","$3,446","$4,477","$4,878","$195,200","$58,560","$97,600","$125,296","$1,464","$2,440","$3,132",$858,"$3,556",$362,"$104,320","$119,000","$137,840","$179,080","$195,120",$50.15,$57.21,$66.27,$86.10,$93.81,122,139,161,209,227,3.0,3.5,4.0,5.2,5.7,29,33,39,50,55
4,COUNTY,CA,California,Santa Cruz County,"96,873","38,771",40%,$16.50,$22.13,"$1,207","$3,056","$3,221","$4,223","$5,256","$5,605","$132,800","$39,840","$66,400","$81,002",$996,"$1,660","$2,025",$858,"$1,151",$362,"$122,240","$128,840","$168,920","$210,240","$224,200",$58.77,$61.94,$81.21,$101.08,$107.79,142,150,197,245,261,3.6,3.8,4.9,6.1,6.5,106,112,147,183,195
4,COUNTY,CA,California,Shasta County,"71,473","24,762",35%,$16.50,$19.41,"$1,207","$1,151","$1,229","$1,613","$2,260","$2,709","$101,800","$30,540","$50,900","$53,554",$764,"$1,273","$1,339",$858,"$1,009",$362,"$46,040","$49,160","$64,520","$90,400","$108,360",$22.13,$23.63,$31.02,$43.46,$52.10,54,57,75,105,126,1.3,1.4,1.9,2.6,3.2,46,49,64,90,107
4,COUNTY,CA,California,Sierra County,"1,206",262,22%,$16.50,$14.61,"$1,207","$1,003","$1,101","$1,445","$2,025","$2,396","$81,100","$24,330","$40,550","$53,792",$608,"$1,014","$1,345",$858,$760,$362,"$40,120","$44,040","$57,800","$81,000","$95,840",$19.29,$21.17,$27.79,$38.94,$46.08,47,51,67,94,112,1.2,1.3,1.7,2.4,2.8,53,58,76,107,126
4,COUNTY,CA,California,Siskiyou County,"18,907","5,728",30%,$16.50,$15.33,"$1,207",$924,$930,"$1,201","$1,683","$1,834","$77,300","$23,190","$38,650","$37,146",$580,$966,$929,$858,$797,$362,"$36,960","$37,200","$48,040","$67,320","$73,360",$17.77,$17.88,$23.10,$32.37,$35.27,43,43,56,78,86,1.1,1.1,1.4,2.0,2.1,46,47,60,84,92
4,COUNTY,CA,California,Solano County,"155,800","57,290",37%,$16.50,$23.80,"$1,207","$1,724","$1,894","$2,420","$3,234","$3,663","$124,600","$37,380","$62,300","$74,841",$935,"$1,558","$1,871",$858,"$1,238",$362,"$68,960","$75,760","$96,800","$129,360","$146,520",$33.15,$36.42,$46.54,$62.19,$70.44,80,88,113,151,171,2.0,2.2,2.8,3.8,4.3,56,61,78,105,118
4,COUNTY,CA,California,Sonoma County,"190,498","72,009",38%,$16.50,$25.47,"$1,207","$1,879","$2,089","$2,740","$3,743","$3,960","$132,000","$39,600","$66,000","$78,949",$990,"$1,650","$1,974",$858,"$1,324",$362,"$75,160","$83,560","$109,600","$149,720","$158,400",$36.13,$40.17,$52.69,$71.98,$76.15,88,97,128,174,185,2.2,2.4,3.2,4.4,4.6,57,63,83,113,120
4,COUNTY,CA,California,Stanislaus County,"176,457","68,813",39%,$16.50,$21.25,"$1,207","$1,130","$1,209","$1,566","$2,194","$2,549","$98,500","$29,550","$49,250","$59,657",$739,"$1,231","$1,491",$858,"$1,105",$362,"$45,200","$48,360","$62,640","$87,760","$101,960",$21.73,$23.25,$30.12,$42.19,$49.02,53,56,73,102,119,1.3,1.4,1.8,2.6,3.0,41,44,57,79,92
4,COUNTY,CA,California,Sutter County,"33,240","13,568",41%,$16.50,$18.10,"$1,207","$1,195","$1,197","$1,522","$2,133","$2,556","$98,900","$29,670","$49,450","$56,201",$742,"$1,236","$1,405",$858,$941,$362,"$47,800","$47,880","$60,880","$85,320","$102,240",$22.98,$23.02,$29.27,$41.02,$49.15,56,56,71,99,119,1.4,1.4,1.8,2.5,3.0,51,51,65,91,109
4,COUNTY,CA,California,Tehama County,"24,526","7,952",32%,$16.50,$18.74,"$1,207",$926,"$1,030","$1,351","$1,778","$2,229","$76,800","$23,040","$38,400","$44,220",$576,$960,"$1,105",$858,$974,$362,"$37,040","$41,200","$54,040","$71,120","$89,160",$17.81,$19.81,$25.98,$34.19,$42.87,43,48,63,83,104,1.1,1.2,1.6,2.1,2.6,38,42,55,73,92
4,COUNTY,CA,California,Trinity County,"5,373","1,449",27%,$16.50,$16.94,"$1,207",$777,$854,"$1,120","$1,569","$1,708","$79,500","$23,850","$39,750","$37,450",$596,$994,$936,$858,$881,$362,"$31,080","$34,160","$44,800","$62,760","$68,320",$14.94,$16.42,$21.54,$30.17,$32.85,36,40,52,73,80,0.9,1.0,1.3,1.8,2.0,35,39,51,71,78
4,COUNTY,CA,California,Tulare County,"142,026","58,773",41%,$16.50,$16.46,"$1,207","$1,082","$1,089","$1,429","$1,967","$2,272","$82,100","$24,630","$41,050","$51,055",$616,"$1,026","$1,276",$858,$856,$362,"$43,280","$43,560","$57,160","$78,680","$90,880",$20.81,$20.94,$27.48,$37.83,$43.69,50,51,67,92,106,1.3,1.3,1.7,2.3,2.6,51,51,67,92,106
4,COUNTY,CA,California,Tuolumne County,"22,809","5,897",26%,$16.50,$15.91,"$1,207",$987,"$1,123","$1,439","$1,891","$2,416","$101,600","$30,480","$50,800","$45,141",$762,"$1,270","$1,129",$858,$828,$362,"$39,480","$44,920","$57,560","$75,640","$96,640",$18.98,$21.60,$27.67,$36.37,$46.46,46,52,67,88,113,1.2,1.3,1.7,2.2,2.8,48,54,70,91,117
4,COUNTY,CA,California,Ventura County,"278,045","99,657",36%,$16.50,$23.00,"$1,207","$1,871","$2,147","$2,569","$3,505","$4,080","$131,300","$39,390","$65,650","$79,104",$985,"$1,641","$1,978",$858,"$1,196",$362,"$74,840","$85,880","$102,760","$140,200","$163,200",$35.98,$41.29,$49.40,$67.40,$78.46,87,100,120,163,190,2.2,2.5,3.0,4.1,4.8,63,72,86,117,136
4,COUNTY,CA,California,Yolo County,"76,640","35,594",46%,$16.50,$19.88,"$1,207","$1,602","$1,613","$2,116","$2,944","$3,299","$135,900","$40,770","$67,950","$58,325","$1,019","$1,699","$1,458",$858,"$1,034",$362,"$64,080","$64,520","$84,640","$117,760","$131,960",$30.81,$31.02,$40.69,$56.62,$63.44,75,75,99,137,154,1.9,1.9,2.5,3.4,3.8,62,62,82,114,128
4,COUNTY,CA,California,Yuba County,"28,063","10,294",37%,$16.50,$20.99,"$1,207","$1,195","$1,197","$1,522","$2,133","$2,556","$98,900","$29,670","$49,450","$53,301",$742,"$1,236","$1,333",$858,"$1,092",$362,"$47,800","$47,880","$60,880","$85,320","$102,240",$22.98,$23.02,$29.27,$41.02,$49.15,56,56,71,99,119,1.4,1.4,1.8,2.5,3.0,44,44,56,78,94
